ProteinID	ReplicateA	ReplicateB	ReplicateC	ReplicateD
AKU25252.1	0.0324454671362591	0.0455928557767074	0.052259345018857	0.0556857492569487
AKU25254.1	0.00774561593353867	0.0108430275717149	NaN	0.0145970099852825
AKU25255.1	0.0499149846244145	0.0625249174525945	0.0750504680290288	0.0447577329369577
AKU25257.1	0.0726702270111137	0.0686429705198388	0.0437557050669222	0.0854684484802719
AKU25258.1	0.0315642347511728	0.029073089049469	0.0403019791420723	0.0251378200596628
AKU25260.1	0.22326571362804	0.272636211074582	0.261105291029324	0.275805198809061
AKU25261.1	0.0913221708924689	0.0721103653318788	0.183700628546125	0.0510857731689465
AKU25262.1	0.0741473322444327	0.0921013516436625	0.105574362364982	0.0644216165067786
AKU25263.1	0.00568924529486452	0.00984584927024079	0.00848497900696949	0.00809456411877573
AKU25264.1	0.0450994640800346	0.0330472739492921	0.063735961722707	0.0421559235927854
AKU25265.1	0.0269560082168054	0.0338042358681828	0.0295507601747212	0.0262259042371874
AKU25268.1	0.0175985806770833	0.0245859492239291	0.0253986835351935	0.0168477935450296
AKU25269.1	0.42802627730705	0.455913701192094	0.338111133543439	0.441582559248804
AKU25271.1	0.00647400734959472	0.0228782114891233	0.0128443775201298	0.0217831921871768
AKU25273.1	0.0978735452725393	0.129634192135201	0.116569816869912	0.162371810419358
AKU25274.1	0.115603735301614	0.103693576207721	0.169597540644865	0.1175937331098
AKU25275.1	0.0681496713147768	0.0826940727583198	0.109210493658887	0.0703808686610994
AKU25276.1	4.02589342521493	2.90520577867969	1.07233245565211	2.26627259461987
AKU25277.1	0.0552749619499511	0.0496574805796623	0.0637488942940426	0.0422365227866781
AKU25278.1	0.0438407929252068	0.0669138246576119	0.0732813713001059	0.0514338213652974
AKU25279.1	1.07260649905494	0.765802447039318	0.712104911724876	0.698315398570205
AKU25281.1	0.168804174835684	0.124818022885376	0.306307746809324	0.149799778552285
AKU25287.1	0.0248585993784019	0.0194929349777166	0.0130540669231605	0.070997064756821
AKU25288.1	0.0431106379782084	0.0432639432900375	0.0498350536032158	0.055297044090265
AKU25290.1	0.0520528225976758	0.0370979391831333	0.0330832149375222	0.0300760841503055
AKU25291.1	0.471751147545118	0.548177639974536	0.469040101980816	0.517907383185024
AKU25294.1	0.00334543535279131	0.00274669814889852	NaN	0.00612521245247988
AKU25296.1	0.0212863479148276	0.021058267522109	0.0660121097877406	0.0239971833231221
AKU25297.1	0.0558400263946551	0.0328813780593388	0.0370708349109353	0.0263700280973996
AKU25299.1	0.0186078610240414	0.0270161054537629	0.0268332585963935	0.017473500346515
AKU25301.1	0.35355044551332	0.369389929958091	0.431701011903805	0.489487874177645
AKU25302.1	0.0312784273294091	0.0274246529539466	0.0126617831441233	0.0273692363614208
AKU25305.1	0.162743155169408	0.192920819035635	0.184030015668356	0.183228211806517
AKU25306.1	0.0589695949166039	0.0752243507808569	0.0360914718250966	0.0630083737868875
AKU25307.1	0.543644419248778	0.529042988307644	0.344963572240219	0.409606973099836
AKU25308.1	0.111447543103034	0.116726458510815	0.200592307094944	0.117530145696404
AKU25309.1	0.493077749093912	0.467388331463888	0.413897756383332	0.468727402217524
AKU25310.1	0.603899985139983	0.730789209128389	0.588264453746708	0.6033674237496
AKU25311.1	0.152756282876899	0.175927205348503	0.156594342387005	0.164380721788354
AKU25312.1	0.322817361400049	0.51598962912826	0.578395158958495	0.472535654866798
AKU25313.1	0.147856380065052	0.126903810889112	0.137682481689	0.106789209050266
AKU25314.1	0.2717376084059	0.24146003591738	0.261863993888384	0.234057483967369
AKU25315.1	0.44691790895136	0.477845842808722	0.562575626301242	0.429027760122423
AKU25316.1	0.172006379302476	0.224085876982325	0.27160713114454	0.218773860531541
AKU25317.1	0.068113949269179	0.0781234555582445	0.0871652944420915	0.0906052668120733
AKU25319.1	0.0703068547695824	0.0838516654678831	0.12694251986427	0.068044898682673
AKU25323.1	0.314711652573171	0.439648407495375	0.513343694289816	0.455105908961944
AKU25325.1	0.0297074389494508	0.0536420882023731	0.0357539608783871	0.031039890241369
AKU25326.1	0.178964088078121	0.205790934555066	0.185600852124501	0.344322939600906
AKU25328.1	0.201291840749034	0.224124511569668	0.279079668203426	0.307283950756004
AKU25329.1	0.138920845532693	0.124799013117698	0.185957118476308	0.220298573413796
AKU25332.1	0.132170985784818	0.104873202965147	0.0988602670885895	0.149104597461773
AKU25339.1	0.0848519757697984	0.0680692904637674	0.0889263548479106	0.0925313856413197
AKU25340.1	0.0911288934655314	0.0812947747043231	0.0617678596384093	0.0638844162734827
AKU25342.1	0.0681701254609863	0.0821448295985806	0.0609196314081646	0.0587674170101701
AKU25343.1	0.10115155012866	0.0795627976777947	0.0295784194700519	0.0640116918990296
AKU25345.1	0.0451105618328195	0.0389328903924765	0.0537810600751988	0.0374188571223876
AKU25347.1	0.059975327895222	0.0585504434661785	0.0540734355780397	0.0398076764509704
AKU25348.1	0.0315494920128347	0.0226549632433284	0.0180276129403477	0.0198290723410961
AKU25349.1	0.0045171230205664	0.00502254608093698	0.0459920905619839	0.00274593766644328
AKU25350.1	0.0846013789851061	0.0983746272557125	0.0616180209176807	0.0635475051159749
AKU25354.1	0.0210586119419883	0.0502634362706251	0.0237034956689978	0.0285699422166681
AKU25355.1	0.0398534847745197	0.0559270260089847	0.00847669878490813	0.069166576908384
AKU25361.1	1.94845682228819	1.55262227877784	1.08861753144062	1.15753956515039
AKU25363.1	0.0118819175058546	NaN	0.0134634204147171	0.0160275730386272
AKU25364.1	0.0432528171492735	0.0551955691726307	0.0588037355248394	0.0726643490677866
AKU25365.1	0.018610377256135	0.0257768903677035	0.0213120644464928	0.0186572648890766
AKU25371.1	0.0726702270111137	0.0686429705198388	0.0437557050669222	0.0854684484802719
AKU25372.1	0.0176469357471338	0.0307577388075315	0.0192936627706955	0.00766811384374448
AKU25375.1	0.118141898096754	0.12552273724674	0.136573773960692	0.110883891950726
AKU25376.1	0.0142168898164341	0.0177189432634459	0.012246812953773	0.0138273509719023
AKU25380.1	0.0464119161236422	0.687885813675823	0.00684199046231159	0.0180625839645366
AKU25382.1	0.317745224214816	0.373843551443421	0.356762771196666	0.336180931121718
AKU25396.1	0.00177036854758084	0.00982236440170845	0.0306879848193928	0.00207336920638813
AKU25398.1	0.0172246928424976	0.0170790758635069	0.0104941841700891	0.0103174076290168
AKU25399.1	0.158429124386813	0.099344421908152	0.107451602175066	0.15086788910761
AKU25400.1	0.0373027227253696	0.0326369816828533	0.0235059965573567	0.0244788278585614
AKU25401.1	0.0741473322444327	0.0921013516436625	0.105574362364982	0.0644216165067786
AKU25403.1	0.0646652289693044	0.0768637722755038	0.0682042146008613	0.0903790090720186
AKU25406.1	0.0103612609352566	0.01518226474627	0.00863078796646211	0.00956301510751382
AKU25407.1	0.0151695769987947	0.0205236193518395	0.0135575219119118	0.0074089528835577
AKU25408.1	0.00600476715775035	0.00999032883039757	0.00552546485608181	0.0056720657106405
AKU25409.1	0.0939431754720319	0.102947821445774	0.105999359705188	0.085102097703505
AKU25412.1	0.0726702270111137	0.0686429705198388	0.0437557050669222	0.0854684484802719
AKU25415.1	0.00240307472174436	0.00445724561161693	0.00267659335036707	0.00233432515110872
AKU25417.1	0.163154741780616	0.119855212442335	0.23728424154684	0.10367867931724
AKU25418.1	0.0569294907346845	0.0639577392623578	0.0492722285776767	0.0549060393555418
AKU25419.1	0.0982216596576048	0.0838362930497649	0.06614504340534	0.112552121741117
AKU25420.1	0.15321082484917	0.171700686958301	0.111387630544419	0.375368997596
AKU25423.1	0.285239593586614	0.317024662827675	0.16823304092978	0.248453412998433
AKU25426.1	0.0043299522807094	0.00184747128404379	0.00451343845235898	0.00257773312879171
AKU25427.1	0.00670497220309787	0.00899837345546781	0.0102061095365911	0.0106439805300366
AKU25428.1	0.0828063098933139	0.0542596082319941	0.0927581020174572	0.141714319343074
AKU25432.1	0.0705813358676672	0.0973670157877485	0.0958198715677296	0.073430447336277
AKU25433.1	0.206794063005333	0.27984862671315	0.340222095901429	0.209980188019446
AKU25434.1	0.164069846116364	0.101394187721598	0.236667462836134	0.172575340408428
AKU25435.1	0.426481505355858	0.282969385683232	0.473725258922895	0.313089134284113
AKU25440.1	0.0269560082168054	0.0338042358681828	0.0295507601747212	0.0262259042371874
AKU25443.1	0.0217064729397101	0.029925017995474	0.00907778826241005	0.0388427955339047
AKU25446.1	0.00568924529486452	0.00516210180805279	0.00362095030503678	0.00581099843920059
AKU25447.1	0.166696385170994	0.120316257645786	0.147797875211573	0.121649038688446
AKU25448.1	0.134965651545884	0.156116725922651	0.135847180262101	0.127188576393949
AKU25455.1	0.122530742839557	0.104981054847232	0.056180711689461	0.0815112041159698
AKU25457.1	0.0536880605083435	0.0993443222891785	0.278386974101078	0.0500780449784554
AKU25466.1	0.272617352987012	0.315634834123711	0.311383231405664	0.239396599740267
AKU25467.1	0.0778250393785876	0.086206696549571	0.0981043405763286	0.0681205118195088
AKU25468.1	0.187403454695497	0.201241396890123	0.255022507439357	0.3439179901412
AKU25472.1	0.134745035051365	0.182002200109999	0.097123270472855	0.110102078463106
AKU25473.1	0.0529938641747112	0.0679296749027577	0.0670940826092851	0.0901751869307065
AKU25474.1	0.120515833905022	0.13122183301621	0.084637996077663	0.108679781029868
AKU25475.1	0.0725071030844869	0.077564845934932	0.0926725259926628	0.0680277552413867
AKU25477.1	0.492822751182529	0.394650843935928	0.237775050921253	0.141442439505967
AKU25478.1	0.0327285140967268	0.0138074518620259	0.0292121204477468	0.0289473402558492
AKU25479.1	0.440104311763617	0.505570274188023	0.934617756648866	0.351778530961466
AKU25482.1	0.00723712924110858	0.00326868985877124	0.00389721904369105	0.00972687565346307
AKU25483.1	0.0927663973455186	0.0847196472523286	0.0317102189768933	0.0587281812786339
AKU25485.1	0.0856222470298807	0.0867127690075483	0.0622964854527974	0.0794825227606891
AKU25487.1	0.509574575975198	0.408298315854302	0.350988666539012	0.589786825093618
AKU25488.1	0.0332786199810177	0.0132120060786626	0.0404754579438785	0.0457349651268278
AKU25490.1	0.00585736254247366	0.0184861487003583	0.0271778968439254	0.0227466076102337
AKU25491.1	0.030773174330624	0.135884232469737	0.180087150337614	0.0458697487874601
AKU25492.1	0.188329676083721	0.243444670230717	0.19883328209475	0.378514438858
AKU25493.1	0.165436001928053	0.189679729456366	0.158486829659405	0.250743022263354
AKU25496.1	0.198840088904381	0.167140674662816	0.213507496212122	0.157504368420113
AKU25498.1	0.0681597840722461	0.0712658099686939	0.0826860697817862	0.0519688130944326
AKU25499.1	0.141375690267602	0.126164408763872	0.10854780455217	0.112478631304545
AKU25502.1	0.0103481642603859	0.00774732557527589	0.0203832178201995	0.0202948868963638
AKU25503.1	0.00736444308363936	0.00775612595556081	0.00388861102229964	0.00453189624066526
AKU25509.1	0.194571447707282	0.216584559202368	0.165162705012717	0.146465935217547
AKU25510.1	0.49369721159	0.260548676007606	0.22893462316138	0.356661628004538
AKU25514.1	0.0913559465711423	0.0318379099357199	0.0306921445001651	0.0661985385626912
AKU25519.1	0.227446246403784	0.250374520933229	0.236925511742807	0.256281127588281
AKU25520.1	0.0165908071281187	0.0226968404338112	0.0165995576360185	0.0221662618850886
AKU25521.1	0.0883274060805505	0.0927915151605359	0.0954078045312078	0.0840466887529213
AKU25523.1	0.141571342921661	0.166628162947778	0.1498397306496	0.16128225299354
AKU25524.1	0.0701991122031834	0.101090091442577	0.115925425020638	0.057227336635705
AKU25525.1	0.158267321294673	0.102205583500459	0.514787013594155	0.107430993352263
AKU25526.1	0.0884270975233058	0.0309480782231419	0.0119128493335895	0.0270052947097978
AKU25527.1	0.0224895848169903	0.0351354099332644	0.0334348176484399	0.0672175443612624
AKU25528.1	0.0165705774342307	0.00414648257279752	0.00478649003966825	0.00669194822334097
AKU25529.1	0.0109105905356879	0.0135237117307615	0.0192816577610661	0.0188620092854442
AKU25530.1	0.0176110409088016	0.0141639508821458	0.0112658542208926	0.0169374673762027
AKU25532.1	0.0184385358342951	0.0164391835552509	0.0357537324476411	NaN
AKU25537.1	0.158298445069666	0.18458895712366	0.0871534835372239	0.206388463331336
AKU25540.1	0.0378560622344798	0.0304711830446278	0.0449076559691215	0.0279312586679135
AKU25541.1	0.0968127816907935	0.124581805650699	0.058242482623733	0.140718999670781
AKU25543.1	0.481215509678639	0.454175363813802	0.329635101642363	0.451934007874744
AKU25544.1	3.03512110993803	3.03998037061823	2.26250879158078	2.59330807734882
AKU25545.1	0.0649794897825002	0.0666777821339297	0.108999891768031	0.0607263241337807
AKU25546.1	0.131645148998416	0.0355392003964784	0.123730363521745	0.121293255021113
AKU25547.1	0.0623703841723671	0.0421049085370797	0.050941221035537	0.0398800754335057
AKU25548.1	1.28074547696639	0.977655533028616	1.54635749087305	0.627962489072329
AKU25549.1	0.0799295023729823	0.0403508964655895	0.0423842659816133	0.0692823501741491
AKU25550.1	0.0404240091460183	0.0581511868291752	0.108586758145949	0.0325118405044595
AKU25552.1	0.197082933811661	0.214738156914189	0.197870415993305	0.13593705789177
AKU25553.1	0.206190028028023	0.190832434557042	0.188688657210893	0.188505163844071
AKU25554.1	0.408791137180432	0.39672581818127	0.285649740448699	0.639555696831768
AKU25557.1	0.816252587802038	1.06752989605664	1.02753320386579	1.15474632669906
AKU25558.1	0.208215841683458	0.111397039216783	0.165224921100434	0.196911555873542
AKU25559.1	1.68961468165715	1.73527533502661	1.47822388995382	1.29759559934521
AKU25560.1	0.38206482862838	0.370145278086792	0.408650744091364	0.343146000994139
AKU25561.1	0.919363727882909	0.82103514508177	0.765870629256609	0.746859400843113
AKU25562.1	0.408621731835656	0.435804790508794	0.291244115895248	0.400783275436105
AKU25563.1	0.222713828631403	0.306100815905084	0.241379089451503	0.254519936499113
AKU25564.1	0.342405337137467	0.28204886513646	0.281425610991121	0.319903885682189
AKU25565.1	0.287573968359909	0.360552745207331	0.321105308275575	0.35196548254151
AKU25566.1	0.0270938085968663	0.0323101546350842	0.0314118858154206	0.0706227486294272
AKU25567.1	0.590201038372003	0.447745567023689	0.465521059434937	0.461918572556247
AKU25568.1	0.118560884199273	0.13278496832724	0.0731817342885145	0.114735160459406
AKU25570.1	0.0369770020859961	0.0366522321901625	0.00933692546373925	0.0220599259108855
AKU25572.1	0.045153088629995	0.0303205695446185	0.0215485816005912	0.0398792992690592
AKU25573.1	3.15370001611275	2.8631177035434	1.70845380317805	2.08586076161464
AKU25574.1	0.0901873107774949	0.0625993050975064	0.0743507418640568	0.0520693941019632
AKU25576.1	0.128303825513413	0.137407636302522	0.175711889748106	0.10885369501425
AKU25577.1	0.141395911655694	0.167406819420971	0.177704441869186	0.141927634899872
AKU25581.1	1.09007643497681	1.42797633296584	1.09476810550274	0.976499453684275
AKU25582.1	0.0331812256771113	0.0271742001356423	0.0255916074545838	0.0429666944914019
AKU25583.1	0.240587576416584	0.180016212385018	0.177672096799236	0.227245549898684
AKU25586.1	0.0806925720349202	0.107321685210567	0.0484202640151934	0.081297040396914
AKU25587.1	0.272471016385935	0.270219460523067	0.338430830239634	0.279569201537349
AKU25594.1	0.0310734781375187	0.033552681345099	0.0407387394913673	0.0274712436382905
AKU25596.1	0.908009357210571	1.17111606178059	0.540303773929234	2.14589336174376
AKU25597.1	1.83466854878457	1.72953605466145	1.35379242343312	2.08625933055756
AKU25598.1	0.658409356431386	0.787111863883476	0.633863836977563	0.708035801655628
AKU25599.1	0.322174851664748	0.265101261698429	0.24232474258234	0.437948917470646
AKU25602.1	0.0223818578042926	0.0452152644328982	0.06246257729915	0.0117360064168915
AKU25604.1	0.21849071155758	0.212389842577177	0.143802872060546	0.229205084822653
AKU25605.1	0.0905310490089374	0.081842641943386	0.151595589654022	0.0767245611149221
AKU25606.1	0.0401517554948082	0.0194318128107661	0.0802293482540395	0.0387717867436183
AKU25608.1	0.0857825542977005	0.0834493623594819	0.120871957039143	0.0572745545846388
AKU25609.1	0.0549765658551637	0.0537550252822833	0.0491621358256056	0.0578005551712723
AKU25611.1	0.00972996305493047	0.0133177864461806	0.010653106722748	0.0086418051059692
AKU25612.1	0.114774371514301	0.244377443412142	0.256843482049796	0.291873862565827
AKU25613.1	0.00727756227933354	0.0124981994347652	0.0223429228211233	0.00431379305864187
AKU25614.1	0.0726702270111137	0.0686429705198388	0.0437557050669222	0.0854684484802719
AKU25615.1	0.00126834393410995	0.000354718287576555	0.000865857457012134	0.00040504741205776
AKU25617.1	0.471129180790325	0.40193628288486	0.511880405560383	0.414431639858417
AKU25624.1	0.0124983035054131	0.0109080060555396	0.0364284814555745	0.00563230006176989
AKU25625.1	0.357657994100473	0.275319967462666	0.564466628043262	0.399103895357772
AKU25630.1	0.0419525797559473	0.0220870803035181	0.053080877425148	0.00858246745055382
AKU25631.1	0.0456714089538162	0.0261667673696858	0.0248711712496976	0.0311647935113692
AKU25633.1	0.00812750885406272	0.00421006550235833	0.00834396830847946	0.00648416265425866
AKU25634.1	0.0578862385573318	0.0598073994586996	0.0824530074127033	0.0647233170836571
AKU25635.1	0.117740015359112	0.154585234918516	0.169434730870146	0.140284918747723
AKU25636.1	0.24992294645352	0.334503686009186	0.371274302307644	0.301631180105339
AKU25637.1	0.0284819272299783	0.0302316602892331	0.0353638135597617	0.0310339487478898
AKU25638.1	0.72112709509406	0.392744501225712	0.309257736925847	0.512280181138174
AKU25640.1	0.152222104106079	0.095955993767474	0.0902857336247214	0.181483662439792
AKU25641.1	0.170543221552126	0.193258711129389	0.184217757554459	0.158516907766114
AKU25643.1	2.46248085951927	1.1585213191258	5.92294610457682	1.67734138094073
AKU25649.1	0.0254499530844516	0.0295716786335789	0.0613657563780739	0.040605487240958
AKU25650.1	0.712046015102766	0.81276689609204	1.13953719054208	0.587758116949056
AKU25651.1	0.223565419152919	0.228431755725667	0.224616660810578	0.143608414416581
AKU25653.1	0.0893430037267211	0.0956677668612787	0.121415744843835	0.104470199811096
AKU25654.1	0.124659958719859	0.156369953803708	0.130858888581256	0.160976119992727
AKU25655.1	0.254625738326089	0.219132016258177	0.23711139939816	0.301757714113616
AKU25658.1	0.0200541515418508	0.0297949413435373	0.0498287053534155	0.0398784337546592
AKU25659.1	0.264646952641467	0.239979851130667	0.382246049372492	0.237209119752129
AKU25660.1	0.4805738254351	0.721087952288712	0.428248284705102	0.407879198899677
AKU25661.1	0.378626877644588	0.48589847641118	0.631277264622836	0.170515879584482
AKU25662.1	0.0859217578809981	0.0777893595100851	0.194273195480133	0.106774611380511
AKU25664.1	0.0754785039136733	0.0697854598414577	0.0795123595520849	0.0785770510923177
AKU25665.1	0.136065835880017	0.16350185265276	0.244883352769541	0.0829874512641333
AKU25667.1	0.0746685957117784	0.051181711728603	0.026621248302432	0.092832014097387
AKU25668.1	0.208608318850788	0.288930913016165	0.349843234563105	0.222134338034507
AKU25669.1	0.0178441212232719	0.0179376442243017	0.0319087975289628	0.0192465725672995
AKU25670.1	0.10496837639456	0.11506007841736	0.0979809784128676	0.117312292289681
AKU25671.1	0.0757241174044682	0.0946410523031996	0.0952683395451796	0.0710477410340985
AKU25672.1	0.00126834393410995	0.000354718287576555	0.000865857457012134	0.00040504741205776
AKU25675.1	0.291723555110797	0.402087555330229	0.434814425916587	0.635504699919442
AKU25677.1	0.158348372481761	0.145546133273433	0.18095050954342	0.145982406015833
AKU25678.1	0.337821365278138	0.32136968327053	0.251820573697246	0.284965725181604
AKU25680.1	0.24252570981758	0.163641499924651	0.171652346238008	0.239680341412066
AKU25681.1	0.0677800848948158	0.0377199448081251	0.0972459080497398	0.0516066552339402
AKU25685.1	0.330297953397261	0.330925189056579	0.362176430859802	0.314822942633929
AKU25687.1	0.0985893027183602	0.117977610599256	0.164083405248037	0.117796346500161
AKU25688.1	0.496609343296254	0.585200280715262	0.41966320005466	0.799348907942778
AKU25689.1	0.0102249946243522	0.00417307716452113	0.00635779430985809	0.00783173755793503
AKU25690.1	0.0464631767928888	0.0420310488846185	0.0574703857094475	0.0392203052833345
AKU25691.1	0.0221482360210248	0.03000618041754	0.0328548774912526	0.0256808752864353
AKU25692.1	0.0374647730366543	0.0400254984282421	0.0310943526080208	0.0395903704474408
AKU25694.1	0.00597442972862774	0.00481368120949326	0.0437408028552945	0.0118185359017145
AKU25696.1	0.448275513965005	0.507950465243871	0.415581805316535	0.41262242325126
AKU25697.1	0.00953113710890477	0.0293022690681753	0.0257561199755543	0.0247970967317029
AKU25698.1	0.0972609562757593	0.244150084524133	0.223174258745249	0.19807201149723
AKU25699.1	0.115893958506336	0.162674070602139	0.193241469039409	0.187522720249837
AKU25700.1	0.0232483150615219	0.0319455771495637	0.0403720945938582	0.022449568862178
AKU25701.1	0.0256207139253677	0.0149318205317558	0.01419334297158	0.0484693856754215
AKU25702.1	0.0308554081999159	0.0193631747249293	0.0323687965912631	0.0354856822059667
AKU25704.1	0.0857332002718735	0.126749236783024	0.0731743408307236	0.106011483025442
AKU25705.1	0.0987236209629041	0.128293817839228	0.164558540188789	0.122915147872761
AKU25707.1	0.100517289150061	0.114208493589834	0.0891433059583095	0.0775627007002141
AKU25708.1	0.68701212144418	0.533091638335547	0.446376166515734	0.525603389392619
AKU25709.1	0.0408056715046359	0.0436769637675354	0.0594475242083035	0.0372453037462779
AKU25710.1	0.176025334960342	0.181062448340394	0.170748952582122	0.136534413181223
AKU25711.1	0.271797420213984	0.195114449133593	0.266740182490144	0.245196849654025
AKU25712.1	1.41099472044194	1.91336142854656	1.32351972395006	1.57966033326791
AKU25713.1	0.239954939524481	0.291354821382202	0.463557859509548	0.278436181112555
AKU25714.1	0.892615339176086	0.937411780401002	0.803313294609742	0.853176035867869
AKU25715.1	0.140402901986516	0.0896261883085672	0.168867800811717	0.151153679375528
AKU25716.1	0.319257966157212	0.2311911150225	0.467696125724159	0.314175191385284
AKU25717.1	0.158969273536097	0.151855954507174	0.116664111009916	0.137859352563353
AKU25718.1	0.923976347029947	0.616179194844609	1.02060321667199	1.00505651166712
AKU25719.1	0.0184342084441928	0.0272511545139357	0.036992485821244	0.0253062958419319
AKU25727.1	0.154619814543874	0.120333649484887	0.251068683595893	0.0973366521458832
AKU25728.1	0.300711131841591	0.258558223230595	0.291464287633369	0.267312163386788
AKU25730.1	0.136283465308911	0.128415534869475	0.116012441197818	0.13864460137714
AKU25732.1	0.048503679237274	0.0547599267144361	0.0907347811049546	0.0472244779848421
AKU25733.1	0.0922215463322835	0.0869676581969465	0.0460845293559342	0.0756981559279588
AKU25735.1	0.0348958031744424	0.0408016620180524	0.0500777077781549	0.0325166404251251
AKU25737.1	0.404813800218954	0.468131867131529	0.545951339656235	0.576614014402065
AKU25738.1	0.061045071478031	0.0370160553440618	0.0809320172277863	0.0462451969510109
AKU25739.1	0.0744208397788547	0.0889485652893505	0.1316494642724	0.0826402272624785
AKU25740.1	0.196258262179434	0.252540164626729	0.251231022613716	0.262822580658296
AKU25741.1	0.212129949869245	0.279935374476993	0.428879901758535	0.307078113919251
AKU25742.1	0.225367801825885	0.0872212248224394	0.125730071062774	0.140257769069935
AKU25752.1	0.00643285421165831	0.00468337216835359	0.00785105973118368	0.00653433815950422
AKU25754.1	0.11201532286969	0.105450148125963	0.0916537645054525	0.0958276638650735
AKU25756.1	0.0317119277171378	0.0281755627783217	0.0337836704363281	0.016211580535681
AKU25757.1	0.473997680351023	0.400271362748193	0.414790446916363	0.346988992252845
AKU25758.1	0.2170297158172	0.201648030454102	0.144844978806245	0.173442803112697
AKU25762.1	0.0910766000525661	0.104163878511084	0.108750477267505	0.098999555707181
AKU25763.1	0.158985911597756	0.165197216066389	0.247611462830192	0.113303399071315
AKU25765.1	0.0449172029084394	0.0185092275993098	0.0834023726760189	0.0313578152003408
AKU25767.1	0.00764981088520525	0.00650990675887303	0.007443715646221	0.00724484143517273
AKU25769.1	0.0263883745045374	0.0409693982360416	0.0367751565558627	0.0211021303034398
AKU25775.1	0.272047434993013	0.323286704681884	0.295952932782223	0.286263702755294
AKU25777.1	0.271506115014818	0.211786656377461	0.170307838305424	0.171531806786157
AKU25778.1	0.203729559707241	0.189540622507386	0.24513905610533	0.221407535869724
AKU25782.1	0.434747701876309	0.443104854149398	0.511472067336808	0.490910222790072
AKU25783.1	0.0903052335410111	0.149054139130622	0.139189045946307	0.0920829737574807
AKU25784.1	0.214728249899331	0.201717714521267	0.172607147987425	0.244748762059575
AKU25785.1	0.0246827295651086	0.015538846960854	0.0413527121926336	0.0282781899144654
AKU25786.1	0.114226926317386	0.103169307519183	0.0727297240063279	0.11982373718347
AKU25788.1	0.108069922847395	0.124502495570546	0.245840285371986	0.0940299359395157
AKU25789.1	0.228660732409525	0.231329375495822	0.247990257614511	0.216834045920326
AKU25790.1	0.0266438985254676	0.0438526778752051	0.0214316964350435	0.0357360521124754
AKU25791.1	0.247177164069227	0.299626280237056	0.227693036369713	0.28224007144847
AKU25792.1	0.218127084207678	0.300667128216618	0.530659360432545	0.243986408137649
AKU25793.1	0.00505402360780731	0.00788546031039954	0.0103839938175241	0.00731580811424598
AKU25794.1	0.0893018738842762	0.0840646027813285	0.0712450913856288	0.0723472589561799
AKU25795.1	0.259372429296339	0.204521436915457	0.169969833191773	0.293689498612293
AKU25797.1	0.598529372850052	0.367938226520859	0.268134826298908	0.631217622872543
